# post-mediated xDR export — synthetic, generated by gen-postmed-xdr.py
REC_SEQ|MED_FILE_ID|SWITCH_ID|REC_TYPE|IMSI|MSISDN|OTHER_PARTY|CELL_ID|APN|START_AT|EVENT_DATE|DURATION_SEC|BYTES_UP|BYTES_DOWN|RATED_AMOUNT|CURRENCY|ROAM_FLAG|MED_STATUS
20260902-000137|MED-20260902-001|MSC-NORTH-02|VOICE|001060731664351|993868242641|992068924855|60170-086|NULL|2026-09-02 05:53:35|2026-09-02|2329|||1.0566|XTS|INTL|RATED
20260902-000138|MED-20260902-001|MSC-NORTH-01|SMS|001190645628622|994883116276|999448044862|02372-082|NULL|2026-09-02 20:07:01|2026-09-02|0|||0.0208|XTS|INTL|RATED
20260902-000139|MED-20260902-001|MME-SOUTH-03|DATA|001190828650692|997291875746|N/A|02499-010|internet.test|2026-09-02 18:50:59|2026-09-02|1330|4456304|2025137|0.0950|XTS|HOME|RATED
20260902-000140|MED-20260902-001|MSC-NORTH-02|SMS|001190988385358|998902575986|991709189655|60046-134|NULL|2026-09-02 00:14:59|2026-09-02|0|||0.0327|XTS|INTL|RATED
20260902-000141|MED-20260902-001|MME-SOUTH-03|DATA|001190169258809|993259936762|N/A|11538-216|ims.test|2026-09-02 19:30:12|2026-09-02|4476|3003171|26727688|0.2814|XTS|HOME|RATED
20260902-000142|MED-20260902-001|MME-SOUTH-03|DATA|001030782253140|995319993177|N/A|56581-082|internet.test|2026-09-02 09:34:04|2026-09-02|3538|2226602|76338370||XTS|HOME|UNRATED
20260902-000143|MED-20260902-001|MSC-NORTH-01|SMS|001190207630148|991791813694|995309824364|42105-185|NULL|2026-09-02 06:16:09|2026-09-02|0||||XTS|HOME|UNRATED
20260902-000144|MED-20260902-001|MSC-NORTH-02|VOICE|001060169955639|991442867918|991100903382|50620-062|NULL|2026-09-02 18:01:27|2026-09-02|2277|||8.1250|XTS|INTL|RATED
20260902-000145|MED-20260902-001|MSC-NORTH-01|VOICE|001190056932525|999875822452|998024108297|35909-102|NULL|2026-09-02 20:24:54|2026-09-02|134||||XTS|HOME|UNRATED
20260902-000146|MED-20260902-001|SGSN-CENTRAL-01|DATA|001030336770444|993244700296|N/A|04970-167|mms.test|2026-09-02 09:15:33|2026-09-02|5761|625667|39319997|0.1183|XTS|HOME|RATED
20260902-000147|MED-20260902-001|MSC-NORTH-01|VOICE|001060262758391|995787045697|998712182772|36409-078|NULL|2026-09-02 20:18:04|2026-09-02|327|||1.4799|XTS|HOME|RATED
20260902-000148|MED-20260902-001|SGSN-CENTRAL-01|DATA|001190762686691|993693789419|N/A|04631-252|mms.test|2026-09-02 04:11:26|2026-09-02|1661|515178|49457503|0.1312|XTS|HOME|RATED
20260902-000149|MED-20260902-001|SGSN-CENTRAL-01|DATA|001030766731267|995821249459|N/A|04824-014|internet.test|2026-09-02 21:26:19|2026-09-02|691|2185688|75255531|0.5026|XTS|HOME|RATED
20260902-000150|MED-20260902-001|MSC-NORTH-02|SMS|001030244399124|994684001696|996265311381|54927-024|NULL|2026-09-02 07:58:39|2026-09-02|0|||0.0228|XTS|HOME|RATED
20260902-000151|MED-20260902-001|MSC-NORTH-01|VOICE|001030283468504|991650036326|995021405717|37075-214|NULL|2026-09-02 12:01:59|2026-09-02|236|||0.3243|XTS|HOME|RATED
20260902-000152|MED-20260902-001|MSC-NORTH-01|VOICE|001030729162774|994405742026|993451247745|26635-179|NULL|2026-09-02 19:45:24|2026-09-02|1040|||4.8895|XTS|NATIONAL|RATED
20260902-000153|MED-20260902-001|MSC-NORTH-02|VOICE|001030889260848|993158501256|997794528368|44020-082|NULL|2026-09-02 15:06:05|2026-09-02|1323|||1.3610|XTS|HOME|RATED
20260902-000154|MED-20260902-001|MSC-NORTH-02|VOICE|001030199819750|994523817086|997243762810|40681-196|NULL|2026-09-02 08:16:41|2026-09-02|124|||0.1330|XTS|HOME|RATED
20260902-000155|MED-20260902-001|MSC-NORTH-01|VOICE|001190688084826|992575837161|995382508351|25703-005|NULL|2026-09-02 23:55:41|2026-09-02|1498|||6.6880|XTS|HOME|RATED
20260902-000156|MED-20260902-001|MSC-NORTH-01|SMS|001190669368350|992147220720|997957761704|05323-119|NULL|2026-09-02 15:21:18|2026-09-02|0|||0.0661|XTS|HOME|RATED
20260902-000157|MED-20260902-001|MSC-NORTH-02|VOICE|001060407351181|998338107080|995399905779|32356-100|NULL|2026-09-02 19:40:39|2026-09-02|3150|||4.9282|XTS|HOME|RATED
20260902-000158|MED-20260902-001|MSC-NORTH-01|SMS|001030915504871|997467137833|995421044332|01191-062|NULL|2026-09-02 09:06:04|2026-09-02|0|||0.0718|XTS|HOME|RATED
20260902-000159|MED-20260902-001|MME-SOUTH-03|DATA|001190518356908|994661260550|N/A|40564-238|ims.test|2026-09-02 17:12:28|2026-09-02|4334|3247924|71494123|0.8688|XTS|NATIONAL|RATED
20260902-000160|MED-20260902-001|MME-SOUTH-03|DATA|001190062114379|991078392622|N/A|49222-183|mms.test|2026-09-02 13:03:01|2026-09-02|2961|633671|68545425|0.6953|XTS|INTL|RATED
20260902-000161|MED-20260902-001|MSC-NORTH-01|VOICE|001190548740511|992734750090|990146684089|59754-143|NULL|2026-09-02 04:47:41|2026-09-02|2040|||7.2422|XTS|HOME|RATED
20260902-000162|MED-20260902-001|MSC-NORTH-01|VOICE|001060598503548|991274763408|994278054285|29946-249|NULL|2026-09-02 23:55:03|2026-09-02|1906|||2.6329|XTS|HOME|RATED
20260902-000163|MED-20260902-001|MSC-NORTH-02|VOICE|001190771107695|997562050385|995676301969|53646-215|NULL|2026-09-02 05:36:52|2026-09-02|2254|||5.6741|XTS|HOME|RATED
20260902-000164|MED-20260902-001|MSC-NORTH-02|SMS|001190423750242|993583291697|990880885936|63627-158|NULL|2026-09-02 19:10:37|2026-09-02|0|||0.0297|XTS|HOME|RATED
20260902-000165|MED-20260902-001|MSC-NORTH-01|SMS|001060634312931|992476205876|994155978640|38703-150|NULL|2026-09-02 08:28:46|2026-09-02|0|||0.0211|XTS|HOME|RATED
20260902-000166|MED-20260902-001|SGSN-CENTRAL-01|DATA|001190084718426|996826816615|N/A|62413-136|internet.test|2026-09-02 23:12:38|2026-09-02|877|1545989|19639840|0.0275|XTS|INTL|RATED
20260902-000167|MED-20260902-001|MSC-NORTH-02|SMS|001030533503539|992734560472|997510242455|18038-077|NULL|2026-09-02 15:34:07|2026-09-02|0|||0.0107|XTS|HOME|RATED
20260902-000168|MED-20260902-001|MME-SOUTH-03|DATA|001060114690970|991182740661|N/A|00939-166|internet.test|2026-09-02 08:26:22|2026-09-02|4290|2577438|71184334|0.6331|XTS|HOME|RATED
20260902-000169|MED-20260902-001|MSC-NORTH-02|VOICE|001190846040812|995811938908|997540819230|28518-188|NULL|2026-09-02 09:16:21|2026-09-02|2243|||3.3558|XTS|HOME|RATED
20260902-000170|MED-20260902-001|MSC-NORTH-02|SMS|001030515379494|996667357363|994815600640|33907-193|NULL|2026-09-02 11:14:42|2026-09-02|0|||0.0123|XTS|INTL|RATED
20260902-000171|MED-20260902-001|MSC-NORTH-01|SMS|001060968822827|990421388787|995392830517|55860-016|NULL|2026-09-02 12:13:21|2026-09-02|0|||0.0309|XTS|HOME|RATED
20260902-000172|MED-20260902-001|MSC-NORTH-02|VOICE|001190281891222|990040153932|991398253593|47752-245|NULL|2026-09-02 16:36:54|2026-09-02|1665|||2.3159|XTS|HOME|SUSPENSE
20260902-000173|MED-20260902-001|MSC-NORTH-01|SMS|001060080642871|999341367983|999199956084|02279-212|NULL|2026-09-02 11:33:05|2026-09-02|0|||0.0778|XTS|HOME|RATED
20260902-000174|MED-20260902-001|MSC-NORTH-01|SMS|001030576390046|995608046960|996041958474|06608-083|NULL|2026-09-02 08:24:09|2026-09-02|0|||0.0576|XTS|INTL|RATED
20260902-000175|MED-20260902-001|SGSN-CENTRAL-01|DATA|001190909126377|999949332358|N/A|25110-192|mms.test|2026-09-02 04:59:45|2026-09-02|6569|3446332|33775668||XTS|INTL|UNRATED
20260902-000176|MED-20260902-001|MSC-NORTH-01|SMS|001060389214969|996816386015|993918619593|34389-073|NULL|2026-09-02 23:57:53|2026-09-02|0|||0.0471|XTS|INTL|RATED
20260902-000177|MED-20260902-001|SGSN-CENTRAL-01|DATA|001030910137373|995916144085|N/A|10210-086|ims.test|2026-09-02 00:04:28|2026-09-02|3463|746891|24973183|0.1783|XTS|HOME|RATED
20260902-000178|MED-20260902-001|MSC-NORTH-02|VOICE|001060879299262|992884876059|990025947409|24999-235|NULL|2026-09-02 00:41:53|2026-09-02|2465|||12.8760|XTS|INTL|RATED
20260902-000179|MED-20260902-001|MSC-NORTH-01|VOICE|001030227065772|998954182603|992521012436|08869-117|NULL|2026-09-02 09:03:36|2026-09-02|14|||0.0618|XTS|HOME|RATED
20260902-000180|MED-20260902-001|MME-SOUTH-03|DATA|001030382489085|992816748349|N/A|35143-169|mms.test|2026-09-02 22:19:06|2026-09-02|6713|836006|34648042|0.3334|XTS|NATIONAL|RATED
20260902-000181|MED-20260902-001|MSC-NORTH-01|SMS|001030223938780|998639631210|990361155255|42307-138|NULL|2026-09-02 01:02:32|2026-09-02|0|||0.0293|XTS|INTL|RATED
20260902-000182|MED-20260902-001|MSC-NORTH-01|VOICE|001030480498534|993124251293|991643120627|44747-129|NULL|2026-09-02 12:38:06|2026-09-02|1373||||XTS|HOME|UNRATED
20260902-000183|MED-20260902-001|MSC-NORTH-02|VOICE|001060409587805|991888180471|994087000721|15182-066|NULL|2026-09-02 07:05:58|2026-09-02|3431|||2.7704|XTS|INTL|RATED
20260902-000184|MED-20260902-001|MSC-NORTH-01|SMS|001030251064704|993026001485|993290592183|55708-004|NULL|2026-09-02 22:56:21|2026-09-02|0|||0.0433|XTS|HOME|RATED
20260902-000185|MED-20260902-001|MME-SOUTH-03|DATA|001030352940662|993978008441|N/A|19696-155|mms.test|2026-09-02 04:00:19|2026-09-02|1726|233605|51195142|0.7410|XTS|HOME|RATED
20260902-000186|MED-20260902-001|MSC-NORTH-01|VOICE|001030104628467|992221250979|998918872168|12723-067|NULL|2026-09-02 03:15:13|2026-09-02|1755|||8.8183|XTS|HOME|RATED
20260902-000187|MED-20260902-001|MME-SOUTH-03|DATA|001030938403996|999238719510|N/A|09785-018|internet.test|2026-09-02 06:59:56|2026-09-02|5773|802694|70794210|0.6232|XTS|INTL|RATED
20260902-000188|MED-20260902-001|MSC-NORTH-01|SMS|001030621507166|994774408410|995930939782|28181-180|NULL|2026-09-02 11:29:27|2026-09-02|0|||0.0335|XTS|HOME|RATED
20260902-000189|MED-20260902-001|MSC-NORTH-01|SMS|001060216713175|990955410251|994705439356|15142-251|NULL|2026-09-02 08:51:29|2026-09-02|0|||0.0690|XTS|HOME|SUSPENSE
20260902-000190|MED-20260902-001|MSC-NORTH-02|VOICE|001030218303055|994557709605|997458356078|05371-003|NULL|2026-09-02 02:35:13|2026-09-02|3350|||4.0486|XTS|NATIONAL|RATED
20260902-000191|MED-20260902-001|MSC-NORTH-01|VOICE|001030309332710|998063797506|998916894391|12516-115|NULL|2026-09-02 03:23:07|2026-09-02|2528|||14.4773|XTS|HOME|RATED
20260902-000192|MED-20260902-001|SGSN-CENTRAL-01|DATA|001060881317220|990071418900|N/A|57341-206|ims.test|2026-09-02 13:32:28|2026-09-02|4946|505058|38603932|0.1546|XTS|HOME|RATED
20260902-000193|MED-20260902-001|MSC-NORTH-01|VOICE|001060084916902|994196628575|996775648689|10273-213|NULL|2026-09-02 05:32:53|2026-09-02|2957|||6.5629|XTS|HOME|RATED
20260902-000194|MED-20260902-001|SGSN-CENTRAL-01|DATA|001030577998805|991682023113|N/A|36060-228|internet.test|2026-09-02 07:19:32|2026-09-02|3472|2232957|63709083|0.5646|XTS|NATIONAL|RATED
20260902-000195|MED-20260902-001|MME-SOUTH-03|DATA|001190560428086|991838445903|N/A|01555-247|internet.test|2026-09-02 06:31:35|2026-09-02|452|3477541|5251607|0.0958|XTS|HOME|RATED
20260902-000196|MED-20260902-001|SGSN-CENTRAL-01|DATA|001190569571070|997636711103|N/A|39080-174|ims.test|2026-09-02 01:37:37|2026-09-02|266|1530396|38160044|0.0798|XTS|HOME|RATED
20260902-000197|MED-20260902-001|MME-SOUTH-03|DATA|001190494021589|993763881054|N/A|27919-088|ims.test|2026-09-02 07:15:04|2026-09-02|4392|2590044|77776826|0.9929|XTS|HOME|RATED
20260902-000198|MED-20260902-001|MSC-NORTH-02|SMS|001030708153158|991347773318|998135047459|23958-216|NULL|2026-09-02 13:58:58|2026-09-02|0||||XTS|HOME|UNRATED
20260902-000199|MED-20260902-001|MSC-NORTH-01|VOICE|001030397681305|996386997973|993011013352|12186-036|NULL|2026-09-02 05:59:08|2026-09-02|2601||||XTS|HOME|UNRATED
20260902-000200|MED-20260902-001|MSC-NORTH-01|SMS|001190786662573|993104946718|994434660229|62465-232|NULL|2026-09-02 04:08:08|2026-09-02|0|||0.0275|XTS|HOME|RATED
20260902-000201|MED-20260902-001|SGSN-CENTRAL-01|DATA|001030916204963|997425708102|N/A|36565-211|mms.test|2026-09-02 19:09:57|2026-09-02|964|3179313|59101743|0.1960|XTS|HOME|RATED
20260902-000202|MED-20260902-001|MSC-NORTH-01|VOICE|001030176756068|991964244616|990331487121|52532-067|NULL|2026-09-02 23:42:46|2026-09-02|234|||1.1629|XTS|HOME|RATED
20260902-000203|MED-20260902-001|MSC-NORTH-02|SMS|001060448461237|998742053381|991686624752|16590-048|NULL|2026-09-02 10:27:59|2026-09-02|0|||0.0797|XTS|HOME|RATED
20260902-000204|MED-20260902-001|SGSN-CENTRAL-01|DATA|001190124193677|995254028984|N/A|42733-042|internet.test|2026-09-02 03:48:07|2026-09-02|3524|3293265|62883867|0.2386|XTS|HOME|RATED
20260902-000205|MED-20260902-001|SGSN-CENTRAL-01|DATA|001030412243366|999171343830|N/A|39148-244|mms.test|2026-09-02 06:11:55|2026-09-02|1233|4531441|45502606|0.5650|XTS|HOME|RATED
20260902-000206|MED-20260902-001|MSC-NORTH-02|SMS|001190764491441|998679854515|993273318301|40744-128|NULL|2026-09-02 10:21:42|2026-09-02|0|||0.0512|XTS|HOME|SUSPENSE
20260902-000207|MED-20260902-001|MME-SOUTH-03|DATA|001030751003686|998550678959|N/A|33618-102|mms.test|2026-09-02 10:28:21|2026-09-02|2181|910265|15942386|0.1138|XTS|INTL|RATED
20260902-000208|MED-20260902-001|MME-SOUTH-03|DATA|001190275782105|997275506158|N/A|24133-167|internet.test|2026-09-02 06:38:54|2026-09-02|3504|2562906|73047518|0.2618|XTS|HOME|RATED
20260902-000209|MED-20260902-001|MSC-NORTH-01|VOICE|001190555952118|998186646885|998322951170|61623-238|NULL|2026-09-02 03:10:29|2026-09-02|472|||0.5354|XTS|HOME|RATED
20260902-000210|MED-20260902-001|SGSN-CENTRAL-01|DATA|001030057717866|991918017701|N/A|00550-118|mms.test|2026-09-02 12:04:10|2026-09-02|6451|4927917|64176593|0.8804|XTS|HOME|RATED
20260902-000211|MED-20260902-001|MSC-NORTH-01|SMS|001030816532150|992270327087|996347261319|49887-068|NULL|2026-09-02 01:59:46|2026-09-02|0|||0.0169|XTS|HOME|RATED
20260902-000212|MED-20260902-001|MSC-NORTH-02|VOICE|001190909448538|995825682601|999511448142|45461-252|NULL|2026-09-02 09:59:12|2026-09-02|586|||2.0059|XTS|HOME|RATED
20260902-000213|MED-20260902-001|MSC-NORTH-02|VOICE|001190228112678|991663876062|991971763197|04666-186|NULL|2026-09-02 16:46:45|2026-09-02|66|||0.2579|XTS|NATIONAL|RATED
20260902-000214|MED-20260902-001|MSC-NORTH-02|VOICE|001060422470191|994336223306|992489787928|11010-018|NULL|2026-09-02 00:07:17|2026-09-02|3338|||11.6940|XTS|HOME|RATED
20260902-000215|MED-20260902-001|MSC-NORTH-02|SMS|001060944436129|991457019003|991209916029|61997-182|NULL|2026-09-02 21:25:40|2026-09-02|0|||0.0223|XTS|HOME|RATED
20260902-000216|MED-20260902-001|MSC-NORTH-02|VOICE|001190461387092|990982868216|991205395938|02079-062|NULL|2026-09-02 14:19:47|2026-09-02|1514|||7.5584|XTS|HOME|RATED
20260902-000217|MED-20260902-001|MSC-NORTH-02|VOICE|001060312155948|997443107117|994044241255|45943-032|NULL|2026-09-02 19:33:01|2026-09-02|615|||2.7429|XTS|HOME|RATED
20260902-000218|MED-20260902-001|SGSN-CENTRAL-01|DATA|001190414229524|991819522884|N/A|45860-125|mms.test|2026-09-02 22:48:52|2026-09-02|6952|3791631|43687093|0.7063|XTS|INTL|RATED
20260902-000219|MED-20260902-001|MSC-NORTH-02|VOICE|001060749371958|994876645648|997904269701|57199-035|NULL|2026-09-02 04:14:28|2026-09-02|3009|||12.3926|XTS|HOME|RATED
20260902-000220|MED-20260902-001|MSC-NORTH-02|VOICE|001190091122391|991923370297|999252060052|44534-023|NULL|2026-09-02 18:09:15|2026-09-02|1020||||XTS|HOME|UNRATED
20260902-000221|MED-20260902-001|MSC-NORTH-02|VOICE|001190100115499|992383257622|999676656634|31982-091|NULL|2026-09-02 11:40:52|2026-09-02|219|||1.2558|XTS|INTL|RATED
20260902-000222|MED-20260902-001|MSC-NORTH-02|VOICE|001030031178237|997875825950|996067880034|54965-188|NULL|2026-09-02 22:01:25|2026-09-02|3109|||11.5779|XTS|INTL|RATED
20260902-000223|MED-20260902-001|MSC-NORTH-01|VOICE|001030242745026|993799997939|991862135651|14742-190|NULL|2026-09-02 03:04:32|2026-09-02|3007|||5.0725|XTS|HOME|RATED
20260902-000224|MED-20260902-001|MSC-NORTH-02|VOICE|001190721826439|998992258433|998340097124|48708-116|NULL|2026-09-02 22:49:07|2026-09-02|2795|||10.3679|XTS|NATIONAL|RATED
20260902-000225|MED-20260902-001|SGSN-CENTRAL-01|DATA|001190501045432|996768909625|N/A|07727-178|mms.test|2026-09-02 10:29:35|2026-09-02|5460|2359448|50281296|0.4224|XTS|HOME|RATED
20260902-000226|MED-20260902-001|MME-SOUTH-03|DATA|001030842792231|992801842920|N/A|04828-035|mms.test|2026-09-02 13:17:54|2026-09-02|6431|2996004|73471342|1.4004|XTS|NATIONAL|RATED
20260902-000227|MED-20260902-001|MSC-NORTH-02|SMS|001030715472412|993779546189|992348481261|44087-152|NULL|2026-09-02 09:29:17|2026-09-02|0|||0.0525|XTS|HOME|RATED
20260902-000228|MED-20260902-001|MME-SOUTH-03|DATA|001030989105959|997585299670|N/A|07440-101|mms.test|2026-09-02 05:20:13|2026-09-02|4090|4901360|53836327|0.4760|XTS|HOME|RATED
20260902-000229|MED-20260902-001|MSC-NORTH-02|VOICE|001190836422572|991173864734|995417989717|20100-246|NULL|2026-09-02 17:09:52|2026-09-02|2441|||12.9310|XTS|HOME|SUSPENSE
20260902-000230|MED-20260902-001|MSC-NORTH-01|SMS|001190113246013|999163361274|991334639230|40835-145|NULL|2026-09-02 09:42:14|2026-09-02|0||||XTS|NATIONAL|UNRATED
20260902-000231|MED-20260902-001|MSC-NORTH-02|SMS|001060526262762|991869654485|992681962344|41752-004|NULL|2026-09-02 15:40:19|2026-09-02|0|||0.0135|XTS|HOME|RATED
20260902-000232|MED-20260902-001|SGSN-CENTRAL-01|DATA|001030095689641|990446731896|N/A|10446-078|ims.test|2026-09-02 08:57:42|2026-09-02|4066|3530821|32616351|0.1992|XTS|INTL|RATED
20260902-000233|MED-20260902-001|MSC-NORTH-02|VOICE|001060091324478|990968919454|990752639517|17942-205|NULL|2026-09-02 23:46:57|2026-09-02|60|||0.2613|XTS|HOME|RATED
20260902-000234|MED-20260902-001|MME-SOUTH-03|DATA|001060036183545|998819250969|N/A|08995-088|ims.test|2026-09-02 10:47:09|2026-09-02|993|4839105|15842929|0.2244|XTS|NATIONAL|RATED
20260902-000235|MED-20260902-001|MSC-NORTH-01|VOICE|001030703728553|991817190011|997906425229|44238-224|NULL|2026-09-02 19:41:58|2026-09-02|876|||0.3781|XTS|HOME|RATED
20260902-000236|MED-20260902-001|SGSN-CENTRAL-01|DATA|001190314438035|991450356370|N/A|02445-130|mms.test|2026-09-02 16:00:21|2026-09-02|5248|1886043|50929327|0.4435|XTS|HOME|RATED
20260902-000237|MED-20260902-001|MSC-NORTH-02|VOICE|001030349827136|996405112166|997226059657|59241-177|NULL|2026-09-02 22:32:31|2026-09-02|1673|||3.7541|XTS|NATIONAL|RATED
20260902-000238|MED-20260902-001|MME-SOUTH-03|DATA|001190033771656|999999372794|N/A|03290-061|internet.test|2026-09-02 20:20:07|2026-09-02|2028|2773538|1793943|0.0094|XTS|HOME|RATED
20260902-000239|MED-20260902-001|MSC-NORTH-01|VOICE|001030799954974|990783067533|996255830592|12350-153|NULL|2026-09-02 17:31:40|2026-09-02|1969|||3.0378|XTS|HOME|SUSPENSE
20260902-000240|MED-20260902-001|MSC-NORTH-01|SMS|001030620291071|994869721364|998054694616|43351-249|NULL|2026-09-02 21:23:33|2026-09-02|0|||0.0770|XTS|HOME|RATED
20260902-000241|MED-20260902-001|MSC-NORTH-02|VOICE|001060642580233|993827107196|991857653767|64876-044|NULL|2026-09-02 02:42:07|2026-09-02|2319|||4.6940|XTS|HOME|RATED
20260902-000242|MED-20260902-001|MSC-NORTH-01|VOICE|001060074737627|992680146029|992002463356|54532-096|NULL|2026-09-02 03:37:13|2026-09-02|1390|||2.9164|XTS|HOME|RATED
20260902-000243|MED-20260902-001|MSC-NORTH-02|SMS|001030233602441|994972160166|999387320758|62085-058|NULL|2026-09-02 21:45:50|2026-09-02|0||||XTS|INTL|UNRATED
20260902-000244|MED-20260902-001|SGSN-CENTRAL-01|DATA|001190704107375|999589863616|N/A|64196-117|ims.test|2026-09-02 11:43:15|2026-09-02|2196|760658|767359|0.0022|XTS|HOME|RATED
20260902-000245|MED-20260902-001|SGSN-CENTRAL-01|DATA|001030742907359|990095176608|N/A|59006-130|mms.test|2026-09-02 16:10:20|2026-09-02|511|3748704|26040776|0.5046|XTS|HOME|RATED
20260902-000246|MED-20260902-001|MSC-NORTH-01|SMS|001030927334019|993236512990|993528596347|28762-248|NULL|2026-09-02 06:11:57|2026-09-02|0|||0.0183|XTS|HOME|RATED
20260902-000247|MED-20260902-001|MSC-NORTH-01|SMS|001190861901580|994929603007|999245969643|59625-092|NULL|2026-09-02 20:31:59|2026-09-02|0|||0.0212|XTS|HOME|RATED
20260902-000248|MED-20260902-001|MSC-NORTH-01|SMS|001030010055283|990541830434|998645009376|03241-076|NULL|2026-09-02 21:14:39|2026-09-02|0|||0.0139|XTS|NATIONAL|SUSPENSE
20260902-000249|MED-20260902-001|MSC-NORTH-02|VOICE|001060959341360|996964489127|998294523904|45668-074|NULL|2026-09-02 07:25:16|2026-09-02|3314||||XTS|NATIONAL|UNRATED
20260902-000250|MED-20260902-001|MSC-NORTH-02|SMS|001190465128494|999090189598|993345760796|28854-090|NULL|2026-09-02 12:28:39|2026-09-02|0|||0.0585|XTS|HOME|RATED
20260902-000251|MED-20260902-001|MSC-NORTH-01|VOICE|001190070707420|993973819934|998476566471|01263-212|NULL|2026-09-02 19:36:54|2026-09-02|1570|||4.2249|XTS|HOME|RATED
20260902-000252|MED-20260902-001|SGSN-CENTRAL-01|DATA|001190509492856|996868456028|N/A|47014-003|ims.test|2026-09-02 02:52:36|2026-09-02|1825|3528935|6743091|0.1610|XTS|HOME|RATED
20260902-000253|MED-20260902-001|MSC-NORTH-01|VOICE|001030937980543|998732591330|998303555232|31183-230|NULL|2026-09-02 02:02:04|2026-09-02|2446|||7.2167|XTS|HOME|RATED
20260902-000254|MED-20260902-001|MSC-NORTH-01|VOICE|001190622475133|996462229791|995522086518|14856-012|NULL|2026-09-02 06:59:17|2026-09-02|3067|||8.3514|XTS|NATIONAL|RATED
20260902-000255|MED-20260902-001|MSC-NORTH-02|VOICE|001190986240585|999384646259|999551436535|37734-224|NULL|2026-09-02 22:55:54|2026-09-02|746|||3.9856|XTS|INTL|RATED
20260902-000256|MED-20260902-001|MSC-NORTH-02|VOICE|001190050819036|993245460591|997899265094|32404-054|NULL|2026-09-02 05:47:28|2026-09-02|809|||0.9526|XTS|INTL|RATED
20260902-000257|MED-20260902-001|MSC-NORTH-01|VOICE|001030025685718|990116489358|996565651604|13810-181|NULL|2026-09-02 14:13:45|2026-09-02|781|||3.9955|XTS|HOME|RATED
20260902-000258|MED-20260902-001|MSC-NORTH-01|SMS|001190342195489|997710078587|991961745661|32542-084|NULL|2026-09-02 10:54:04|2026-09-02|0|||0.0710|XTS|HOME|RATED
20260902-000259|MED-20260902-001|MSC-NORTH-01|VOICE|001030807270422|991803193497|993845302660|44230-028|NULL|2026-09-02 10:36:19|2026-09-02|2248|||10.0814|XTS|INTL|RATED
20260902-000260|MED-20260902-001|SGSN-CENTRAL-01|DATA|001190014035630|997922313589|N/A|22497-011|mms.test|2026-09-02 13:52:46|2026-09-02|3238|537707|46882494|0.2836|XTS|HOME|RATED
20260902-000261|MED-20260902-001|MSC-NORTH-01|VOICE|001030643240783|998614148558|992435627432|41848-010|NULL|2026-09-02 18:51:16|2026-09-02|1804|||0.9329|XTS|HOME|SUSPENSE
20260902-000262|MED-20260902-001|MSC-NORTH-02|SMS|001030190597155|992735600444|993227612938|61675-082|NULL|2026-09-02 23:20:49|2026-09-02|0|||0.0733|XTS|HOME|RATED
20260902-000263|MED-20260902-001|MSC-NORTH-02|VOICE|001060318582275|994145428314|991255098587|21966-229|NULL|2026-09-02 10:10:03|2026-09-02|26|||0.0636|XTS|HOME|RATED
20260902-000264|MED-20260902-001|MSC-NORTH-02|VOICE|001060129765167|998058973704|992473622870|65081-041|NULL|2026-09-02 12:50:27|2026-09-02|2129|||8.9727|XTS|INTL|RATED
20260902-000265|MED-20260902-001|MME-SOUTH-03|DATA|001030604262096|995905324694|N/A|59535-112|internet.test|2026-09-02 04:44:20|2026-09-02|4198|4666000|32862836|0.4728|XTS|INTL|RATED
20260902-000266|MED-20260902-001|MSC-NORTH-01|SMS|001030374323238|993248780468|998011787777|64095-191|NULL|2026-09-02 23:12:36|2026-09-02|0|||0.0181|XTS|HOME|RATED
20260902-000267|MED-20260902-001|MME-SOUTH-03|DATA|001030396012337|999416399696|N/A|03672-180|ims.test|2026-09-02 01:18:46|2026-09-02|4216|4684788|22907619|0.0550|XTS|HOME|RATED
20260902-000268|MED-20260902-001|MSC-NORTH-01|VOICE|001030133349887|990096373851|999439253420|11569-245|NULL|2026-09-02 17:58:10|2026-09-02|2110|||5.6507|XTS|NATIONAL|RATED
20260902-000269|MED-20260902-001|MME-SOUTH-03|DATA|001030362356310|997018798911|N/A|33478-171|ims.test|2026-09-02 18:23:05|2026-09-02|7166|4868463|4191813|0.1053|XTS|HOME|RATED
20260902-000270|MED-20260902-001|SGSN-CENTRAL-01|DATA|001060393280405|990864045456|N/A|10142-040|ims.test|2026-09-02 16:06:32|2026-09-02|193|4786739|58016210|0.0955|XTS|HOME|RATED
20260902-000271|MED-20260902-001|SGSN-CENTRAL-01|DATA|001030583921965|999481088975|N/A|55412-182|internet.test|2026-09-02 00:04:21|2026-09-02|4582|1454530|12030999||XTS|HOME|UNRATED
20260902-000272|MED-20260902-001|MSC-NORTH-01|SMS|001030477488986|998842000600|994816407466|42215-242|NULL|2026-09-02 05:15:13|2026-09-02|0|||0.0620|XTS|INTL|RATED
20260902-000273|MED-20260902-001|MME-SOUTH-03|DATA|001030083053566|992167311998|N/A|14607-015|ims.test|2026-09-02 08:16:49|2026-09-02|4040|1368050|31142701|0.0511|XTS|NATIONAL|RATED
20260902-000274|MED-20260902-001|MME-SOUTH-03|DATA|001190727763792|990037299752|N/A|46064-050|mms.test|2026-09-02 00:39:57|2026-09-02|6591|2072987|8925727|0.0753|XTS|INTL|RATED
