# post-mediated xDR export — synthetic, generated by gen-postmed-xdr.py
REC_SEQ|MED_FILE_ID|SWITCH_ID|REC_TYPE|IMSI|MSISDN|OTHER_PARTY|CELL_ID|APN|START_AT|EVENT_DATE|DURATION_SEC|BYTES_UP|BYTES_DOWN|RATED_AMOUNT|CURRENCY|ROAM_FLAG|MED_STATUS
20260901-000136|MED-20260901-001|MSC-NORTH-01|VOICE|001030509435328|996352176153|997365709083|51471-023|NULL|2026-09-01 22:15:03|2026-09-01|1253||||XTS|HOME|UNRATED
20260901-000137|MED-20260901-001|MSC-NORTH-01|VOICE|001190665586395|995941353280|997860074604|27741-201|NULL|2026-09-01 06:16:05|2026-09-01|2525|||6.8381|XTS|HOME|RATED
20260901-000138|MED-20260901-001|MSC-NORTH-01|SMS|001030159329107|995993547050|992409722988|16246-120|NULL|2026-09-01 16:16:32|2026-09-01|0|||0.0665|XTS|HOME|RATED
20260901-000139|MED-20260901-001|SGSN-CENTRAL-01|DATA|001190716898619|990374379211|N/A|59973-110|internet.test|2026-09-01 18:41:29|2026-09-01|3740|1290955|62870162||XTS|HOME|UNRATED
20260901-000140|MED-20260901-001|MSC-NORTH-01|VOICE|001190656272369|991317487097|993381692661|22020-024|NULL|2026-09-01 03:22:37|2026-09-01|1558|||2.3408|XTS|INTL|RATED
20260901-000141|MED-20260901-001|MSC-NORTH-01|VOICE|001190729453028|997013995754|992626807749|51294-065|NULL|2026-09-01 14:52:33|2026-09-01|1354|||1.6155|XTS|HOME|RATED
20260901-000142|MED-20260901-001|MSC-NORTH-02|SMS|001030136494441|990514447611|992733171005|56747-045|NULL|2026-09-01 00:10:14|2026-09-01|0|||0.0667|XTS|NATIONAL|RATED
20260901-000143|MED-20260901-001|MSC-NORTH-02|VOICE|001190815714336|990811841532|995592551499|21060-239|NULL|2026-09-01 18:41:14|2026-09-01|3191|||18.1476|XTS|NATIONAL|RATED
20260901-000144|MED-20260901-001|MSC-NORTH-02|VOICE|001030694647495|997597286328|997400632794|10655-117|NULL|2026-09-01 21:43:17|2026-09-01|136|||0.6962|XTS|HOME|RATED
20260901-000145|MED-20260901-001|MSC-NORTH-02|VOICE|001190137575024|997973442934|990758119230|05097-237|NULL|2026-09-01 18:26:46|2026-09-01|2379||||XTS|HOME|UNRATED
20260901-000146|MED-20260901-001|SGSN-CENTRAL-01|DATA|001060145362219|994351046795|N/A|38700-053|internet.test|2026-09-01 05:37:25|2026-09-01|6178|4796307|26895067|0.5309|XTS|NATIONAL|RATED
20260901-000147|MED-20260901-001|MSC-NORTH-02|VOICE|001030054132081|994055757617|993995862382|47456-129|NULL|2026-09-01 12:16:53|2026-09-01|2256|||1.2540|XTS|HOME|SUSPENSE
20260901-000148|MED-20260901-001|MSC-NORTH-01|VOICE|001190450104282|995152074200|997463919266|52577-025|NULL|2026-09-01 08:25:46|2026-09-01|596||||XTS|INTL|UNRATED
20260901-000149|MED-20260901-001|MME-SOUTH-03|DATA|001030287391562|991670323443|N/A|05632-229|internet.test|2026-09-01 03:44:42|2026-09-01|1725|4990719|76968010|0.8574|XTS|HOME|RATED
20260901-000150|MED-20260901-001|SGSN-CENTRAL-01|DATA|001030665498678|998209844739|N/A|60795-238|mms.test|2026-09-01 04:39:39|2026-09-01|172|3609699|64390000|0.5760|XTS|INTL|RATED
20260901-000151|MED-20260901-001|MSC-NORTH-02|SMS|001190119180732|994926304683|999648996301|26455-104|NULL|2026-09-01 10:35:07|2026-09-01|0|||0.0510|XTS|HOME|RATED
20260901-000152|MED-20260901-001|MSC-NORTH-02|SMS|001190976652093|994539439297|994847823561|28362-059|NULL|2026-09-01 02:50:44|2026-09-01|0||||XTS|HOME|UNRATED
20260901-000153|MED-20260901-001|SGSN-CENTRAL-01|DATA|001190327847768|998482426289|N/A|16771-206|ims.test|2026-09-01 09:52:24|2026-09-01|1117|3079768|58250985|0.8508|XTS|HOME|RATED
20260901-000154|MED-20260901-001|MSC-NORTH-02|VOICE|001060611186463|993128566524|991193996968|31095-082|NULL|2026-09-01 12:24:52|2026-09-01|415|||0.2354|XTS|HOME|RATED
20260901-000155|MED-20260901-001|MSC-NORTH-02|VOICE|001060187173740|991430188007|994736943219|15393-249|NULL|2026-09-01 16:45:45|2026-09-01|3257||||XTS|HOME|UNRATED
20260901-000156|MED-20260901-001|MME-SOUTH-03|DATA|001060846978107|997071934591|N/A|45120-165|ims.test|2026-09-01 15:22:14|2026-09-01|5078|144240|30094792||XTS|HOME|UNRATED
20260901-000157|MED-20260901-001|MSC-NORTH-02|VOICE|001190203794450|990756098239|997815806055|15137-042|NULL|2026-09-01 23:57:14|2026-09-01|2161|||1.7782|XTS|NATIONAL|RATED
20260901-000158|MED-20260901-001|MSC-NORTH-02|VOICE|001060381468126|994047965142|997120238324|35899-082|NULL|2026-09-01 10:28:20|2026-09-01|596|||2.5978|XTS|HOME|RATED
20260901-000159|MED-20260901-001|MSC-NORTH-02|VOICE|001030581146252|996858334112|998651833552|44224-022|NULL|2026-09-01 23:03:06|2026-09-01|2659|||3.5023|XTS|HOME|RATED
20260901-000160|MED-20260901-001|MSC-NORTH-01|VOICE|001060023289220|996358472894|990577301000|14380-180|NULL|2026-09-01 13:40:07|2026-09-01|1197||||XTS|HOME|UNRATED
20260901-000161|MED-20260901-001|MME-SOUTH-03|DATA|001190823917264|990715418388|N/A|36094-231|internet.test|2026-09-01 09:28:49|2026-09-01|2499|942338|25813508|0.5063|XTS|HOME|RATED
20260901-000162|MED-20260901-001|MSC-NORTH-01|VOICE|001030273941430|992171964903|991289202529|57431-091|NULL|2026-09-01 00:19:26|2026-09-01|923|||4.2009|XTS|HOME|RATED
20260901-000163|MED-20260901-001|SGSN-CENTRAL-01|DATA|001060443012314|996003371645|N/A|09539-050|ims.test|2026-09-01 11:33:16|2026-09-01|2950|4689552|42286409|0.5415|XTS|HOME|RATED
20260901-000164|MED-20260901-001|MSC-NORTH-02|VOICE|001030463896469|999236921988|992727265567|53362-152|NULL|2026-09-01 13:01:08|2026-09-01|1641|||9.5654|XTS|HOME|RATED
20260901-000165|MED-20260901-001|MSC-NORTH-02|VOICE|001190369276472|994208389189|991831703888|05103-125|NULL|2026-09-01 20:37:26|2026-09-01|1113|||5.0977|XTS|HOME|RATED
20260901-000166|MED-20260901-001|SGSN-CENTRAL-01|DATA|001060121006997|996957853989|N/A|64608-170|mms.test|2026-09-01 08:35:08|2026-09-01|521|2629519|14034071|0.0487|XTS|HOME|RATED
20260901-000167|MED-20260901-001|MSC-NORTH-01|VOICE|001190409864647|997224344018|992326569993|35193-247|NULL|2026-09-01 10:02:28|2026-09-01|1367|||7.6481|XTS|HOME|RATED
20260901-000168|MED-20260901-001|MSC-NORTH-01|SMS|001060780707328|997875042035|995755840484|07947-231|NULL|2026-09-01 10:38:03|2026-09-01|0||||XTS|HOME|UNRATED
20260901-000169|MED-20260901-001|MSC-NORTH-01|VOICE|001190265011343|990038172908|996130968452|24939-080|NULL|2026-09-01 19:53:00|2026-09-01|3080|||2.2776|XTS|HOME|RATED
20260901-000170|MED-20260901-001|MSC-NORTH-02|VOICE|001060616362700|995840555447|994848094813|47974-246|NULL|2026-09-01 22:12:07|2026-09-01|953|||0.7384|XTS|INTL|RATED
20260901-000171|MED-20260901-001|MSC-NORTH-02|SMS|001030089305806|998948460101|999142611412|55887-090|NULL|2026-09-01 14:48:43|2026-09-01|0|||0.0726|XTS|HOME|RATED
20260901-000172|MED-20260901-001|SGSN-CENTRAL-01|DATA|001030450777440|992789388689|N/A|14322-191|internet.test|2026-09-01 07:05:03|2026-09-01|6260|2378874|34496382|0.0828|XTS|INTL|RATED
20260901-000173|MED-20260901-001|MSC-NORTH-01|SMS|001030446996273|999142433529|994607454022|22975-012|NULL|2026-09-01 17:35:22|2026-09-01|0|||0.0123|XTS|HOME|SUSPENSE
20260901-000174|MED-20260901-001|MME-SOUTH-03|DATA|001060490513235|999395605498|N/A|45990-126|mms.test|2026-09-01 02:30:37|2026-09-01|4706|4430363|49215580|0.3333|XTS|HOME|RATED
20260901-000175|MED-20260901-001|MSC-NORTH-01|VOICE|001190968709918|994386881702|992673220406|21294-018|NULL|2026-09-01 22:20:05|2026-09-01|2117|||3.6262|XTS|INTL|RATED
20260901-000176|MED-20260901-001|SGSN-CENTRAL-01|DATA|001190226448624|997838522437|N/A|56446-110|internet.test|2026-09-01 01:41:08|2026-09-01|5063|4616290|66264564|0.3786|XTS|HOME|RATED
20260901-000177|MED-20260901-001|MSC-NORTH-02|VOICE|001030800057238|994117797990|998933369596|63763-131|NULL|2026-09-01 18:36:16|2026-09-01|3172|||9.3918|XTS|INTL|RATED
20260901-000178|MED-20260901-001|MSC-NORTH-02|VOICE|001190211349438|993449773660|999956721961|61499-190|NULL|2026-09-01 01:34:49|2026-09-01|2431|||9.0830|XTS|HOME|RATED
20260901-000179|MED-20260901-001|MSC-NORTH-01|VOICE|001190183338594|999112328711|991521542168|55085-064|NULL|2026-09-01 14:02:16|2026-09-01|3154|||10.8584|XTS|HOME|RATED
20260901-000180|MED-20260901-001|MSC-NORTH-02|VOICE|001190222123213|997464022519|999826211932|24944-009|NULL|2026-09-01 22:41:02|2026-09-01|3338|||14.5630|XTS|HOME|RATED
20260901-000181|MED-20260901-001|SGSN-CENTRAL-01|DATA|001030351120425|991479865072|N/A|62072-183|mms.test|2026-09-01 13:08:06|2026-09-01|745|3968027|27654733|0.1842|XTS|HOME|RATED
20260901-000182|MED-20260901-001|MSC-NORTH-02|VOICE|001060249968678|994271595524|998351870481|20938-129|NULL|2026-09-01 14:22:09|2026-09-01|307||||XTS|HOME|UNRATED
20260901-000183|MED-20260901-001|MSC-NORTH-01|VOICE|001190170724721|998444204492|998630817071|24814-170|NULL|2026-09-01 12:30:22|2026-09-01|2060|||10.4688|XTS|HOME|RATED
20260901-000184|MED-20260901-001|SGSN-CENTRAL-01|DATA|001060100721469|996786317528|N/A|55522-080|mms.test|2026-09-01 05:03:53|2026-09-01|3396|3954955|11061052|0.0627|XTS|INTL|RATED
20260901-000185|MED-20260901-001|SGSN-CENTRAL-01|DATA|001030510224673|997228310505|N/A|22037-233|ims.test|2026-09-01 17:48:23|2026-09-01|2056|4812175|51429108|0.7580|XTS|INTL|RATED
20260901-000186|MED-20260901-001|MSC-NORTH-02|VOICE|001060745642664|995035742651|996474831677|01033-162|NULL|2026-09-01 13:13:39|2026-09-01|2496|||9.6508|XTS|HOME|RATED
20260901-000187|MED-20260901-001|MSC-NORTH-02|SMS|001060086428424|992179295013|995294510399|27037-025|NULL|2026-09-01 19:25:01|2026-09-01|0|||0.0746|XTS|HOME|RATED
20260901-000188|MED-20260901-001|MME-SOUTH-03|DATA|001190484092501|995166940723|N/A|11707-129|internet.test|2026-09-01 21:06:57|2026-09-01|1038|516147|59731742|1.0827|XTS|NATIONAL|RATED
20260901-000189|MED-20260901-001|MSC-NORTH-02|SMS|001060749684478|993535670805|994815920916|19730-059|NULL|2026-09-01 00:04:41|2026-09-01|0|||0.0793|XTS|INTL|RATED
20260901-000190|MED-20260901-001|MSC-NORTH-02|SMS|001190183576754|993977372808|996662818854|62260-042|NULL|2026-09-01 04:19:31|2026-09-01|0|||0.0506|XTS|INTL|RATED
20260901-000191|MED-20260901-001|SGSN-CENTRAL-01|DATA|001030446980638|991958396383|N/A|02526-110|ims.test|2026-09-01 09:21:49|2026-09-01|6500|1366901|64765161|1.1423|XTS|NATIONAL|RATED
20260901-000192|MED-20260901-001|MSC-NORTH-01|VOICE|001190174175683|990770056277|999115702861|45037-158|NULL|2026-09-01 20:50:37|2026-09-01|2477|||2.8046|XTS|HOME|RATED
20260901-000193|MED-20260901-001|MSC-NORTH-01|VOICE|001190092915492|994556249646|992544926561|45314-032|NULL|2026-09-01 19:13:36|2026-09-01|1881|||7.0105|XTS|NATIONAL|RATED
20260901-000194|MED-20260901-001|MSC-NORTH-02|VOICE|001190584757805|998221878072|997790377968|48680-095|NULL|2026-09-01 05:32:22|2026-09-01|3564|||18.6168|XTS|HOME|RATED
20260901-000195|MED-20260901-001|MSC-NORTH-02|VOICE|001030492778589|999691041752|990780173524|43887-170|NULL|2026-09-01 14:46:40|2026-09-01|442|||1.9191|XTS|HOME|RATED
20260901-000196|MED-20260901-001|MSC-NORTH-02|VOICE|001030628795284|995452419297|998235661804|12461-086|NULL|2026-09-01 03:38:32|2026-09-01|398|||0.1730|XTS|HOME|RATED
20260901-000197|MED-20260901-001|MSC-NORTH-02|VOICE|001190923271481|996864390413|999178601739|23017-116|NULL|2026-09-01 20:58:12|2026-09-01|2361|||10.3587|XTS|HOME|RATED
20260901-000198|MED-20260901-001|MSC-NORTH-01|VOICE|001030841573322|997400504283|995135171676|04882-009|NULL|2026-09-01 09:51:22|2026-09-01|1411|||4.1875|XTS|HOME|RATED
20260901-000199|MED-20260901-001|MSC-NORTH-01|SMS|001030375532735|997449992138|999738473039|09008-192|NULL|2026-09-01 15:41:24|2026-09-01|0|||0.0306|XTS|HOME|RATED
20260901-000200|MED-20260901-001|MSC-NORTH-01|VOICE|001060896879444|996813237728|993993576326|54326-193|NULL|2026-09-01 21:30:15|2026-09-01|1185|||1.8862|XTS|HOME|RATED
20260901-000201|MED-20260901-001|MSC-NORTH-01|VOICE|001190392254380|998746951170|990182764433|10346-113|NULL|2026-09-01 19:12:12|2026-09-01|2448|||4.6162|XTS|HOME|RATED
20260901-000202|MED-20260901-001|MSC-NORTH-02|SMS|001060259982249|995323111062|999013521751|01856-077|NULL|2026-09-01 10:33:27|2026-09-01|0|||0.0773|XTS|HOME|RATED
20260901-000203|MED-20260901-001|MSC-NORTH-01|VOICE|001060441791988|997283977352|990525427375|37859-201|NULL|2026-09-01 23:08:00|2026-09-01|3173|||1.2613|XTS|HOME|RATED
20260901-000204|MED-20260901-001|MSC-NORTH-02|SMS|001030942301553|999468524945|992050921589|25482-017|NULL|2026-09-01 19:59:19|2026-09-01|0|||0.0364|XTS|HOME|RATED
20260901-000205|MED-20260901-001|MSC-NORTH-02|VOICE|001030878448529|997709100762|997843919450|41536-251|NULL|2026-09-01 22:26:56|2026-09-01|915|||0.3886|XTS|HOME|RATED
20260901-000206|MED-20260901-001|MSC-NORTH-01|SMS|001060662488245|998057410403|998384989881|41560-160|NULL|2026-09-01 07:13:04|2026-09-01|0|||0.0342|XTS|INTL|RATED
20260901-000207|MED-20260901-001|MME-SOUTH-03|DATA|001060155007962|999775102151|N/A|53311-180|ims.test|2026-09-01 07:26:19|2026-09-01|5228|4977440|65373488||XTS|HOME|UNRATED
20260901-000208|MED-20260901-001|SGSN-CENTRAL-01|DATA|001190904673609|994212768479|N/A|44377-012|ims.test|2026-09-01 08:35:54|2026-09-01|6524|3606728|70524537|0.1345|XTS|HOME|RATED
20260901-000209|MED-20260901-001|MSC-NORTH-02|VOICE|001060673723989|992331809585|992451192368|44153-252|NULL|2026-09-01 21:36:35|2026-09-01|1259||||XTS|NATIONAL|UNRATED
20260901-000210|MED-20260901-001|MSC-NORTH-01|VOICE|001060910479298|993590100762|999301511461|25889-148|NULL|2026-09-01 00:30:01|2026-09-01|667|||2.7963|XTS|HOME|RATED
20260901-000211|MED-20260901-001|MSC-NORTH-01|VOICE|001060247503524|991010763165|990599218902|01823-109|NULL|2026-09-01 00:43:40|2026-09-01|1639|||4.3661|XTS|HOME|RATED
20260901-000212|MED-20260901-001|MME-SOUTH-03|DATA|001030692567945|990902366655|N/A|10814-065|mms.test|2026-09-01 21:34:43|2026-09-01|1525|3261745|72571416||XTS|INTL|UNRATED
20260901-000213|MED-20260901-001|MSC-NORTH-02|VOICE|001030418024870|993011913616|997744609030|26161-140|NULL|2026-09-01 23:11:14|2026-09-01|1883|||3.2326|XTS|INTL|RATED
20260901-000214|MED-20260901-001|MSC-NORTH-02|VOICE|001030387734954|990328152422|996831005566|17862-059|NULL|2026-09-01 02:17:54|2026-09-01|1099|||2.6891|XTS|HOME|RATED
20260901-000215|MED-20260901-001|SGSN-CENTRAL-01|DATA|001030829174039|997040342727|N/A|05698-010|ims.test|2026-09-01 12:34:10|2026-09-01|5444|3506803|15632477|0.2235|XTS|HOME|SUSPENSE
20260901-000216|MED-20260901-001|MSC-NORTH-02|VOICE|001060220489988|993543885630|995052555858|43104-082|NULL|2026-09-01 21:30:30|2026-09-01|1525|||6.6604|XTS|INTL|RATED
20260901-000217|MED-20260901-001|MSC-NORTH-02|VOICE|001030291997352|999942765058|998019960974|12411-011|NULL|2026-09-01 17:43:21|2026-09-01|241|||1.2334|XTS|HOME|RATED
20260901-000218|MED-20260901-001|MSC-NORTH-01|SMS|001030934206889|992870030734|996697774131|22253-015|NULL|2026-09-01 17:12:01|2026-09-01|0|||0.0185|XTS|INTL|RATED
20260901-000219|MED-20260901-001|SGSN-CENTRAL-01|DATA|001190243806421|992393665213|N/A|62942-086|internet.test|2026-09-01 19:50:14|2026-09-01|7025|4545525|50038512|0.4988|XTS|NATIONAL|RATED
20260901-000220|MED-20260901-001|MSC-NORTH-02|SMS|001060976437102|990584576357|991391121525|46686-209|NULL|2026-09-01 03:06:34|2026-09-01|0|||0.0548|XTS|HOME|RATED
20260901-000221|MED-20260901-001|MME-SOUTH-03|DATA|001060138646479|994220242930|N/A|46849-178|mms.test|2026-09-01 21:52:01|2026-09-01|920|4779366|35898104|0.4929|XTS|HOME|RATED
20260901-000222|MED-20260901-001|MSC-NORTH-02|VOICE|001030771124692|996183184813|995809901413|16488-126|NULL|2026-09-01 12:07:20|2026-09-01|747|||1.3240|XTS|NATIONAL|RATED
20260901-000223|MED-20260901-001|SGSN-CENTRAL-01|DATA|001030615575473|999936688010|N/A|47182-060|mms.test|2026-09-01 07:31:01|2026-09-01|414|3279956|78203512|0.7062|XTS|NATIONAL|RATED
20260901-000224|MED-20260901-001|MSC-NORTH-01|SMS|001060148825918|995518856437|995511053993|42576-125|NULL|2026-09-01 15:40:06|2026-09-01|0|||0.0690|XTS|NATIONAL|SUSPENSE
20260901-000225|MED-20260901-001|MME-SOUTH-03|DATA|001060419108046|992673771993|N/A|29794-130|ims.test|2026-09-01 01:52:38|2026-09-01|6531|3988998|20461037|0.4006|XTS|INTL|RATED
20260901-000226|MED-20260901-001|MSC-NORTH-02|SMS|001030373208236|994526685647|994801675657|55941-194|NULL|2026-09-01 11:45:09|2026-09-01|0|||0.0526|XTS|NATIONAL|RATED
20260901-000227|MED-20260901-001|MSC-NORTH-01|VOICE|001030359267306|997636924024|992875406903|39924-127|NULL|2026-09-01 10:40:20|2026-09-01|1264|||1.9622|XTS|INTL|RATED
20260901-000228|MED-20260901-001|MSC-NORTH-02|VOICE|001030209057155|996041965588|997935383828|22047-245|NULL|2026-09-01 06:25:15|2026-09-01|3073||||XTS|NATIONAL|UNRATED
20260901-000229|MED-20260901-001|MSC-NORTH-01|VOICE|001030472872194|992623431444|998977112913|22273-181|NULL|2026-09-01 14:37:40|2026-09-01|1415|||1.8798|XTS|HOME|RATED
20260901-000230|MED-20260901-001|MSC-NORTH-01|SMS|001060546562423|993286867789|999340975114|16110-054|NULL|2026-09-01 06:43:11|2026-09-01|0|||0.0639|XTS|HOME|RATED
20260901-000231|MED-20260901-001|SGSN-CENTRAL-01|DATA|001190272971142|996466150431|N/A|15286-069|mms.test|2026-09-01 08:17:09|2026-09-01|1253|3759567|31683028||XTS|INTL|UNRATED
20260901-000232|MED-20260901-001|MSC-NORTH-01|VOICE|001060193985780|994268389596|999055854721|59998-237|NULL|2026-09-01 18:52:35|2026-09-01|484|||1.8920|XTS|HOME|RATED
20260901-000233|MED-20260901-001|MSC-NORTH-02|VOICE|001060473724713|999225059321|995839382650|39276-050|NULL|2026-09-01 17:38:33|2026-09-01|1338|||1.9184|XTS|HOME|RATED
20260901-000234|MED-20260901-001|MSC-NORTH-02|SMS|001030237538774|993289625003|999533087851|28963-188|NULL|2026-09-01 22:49:18|2026-09-01|0|||0.0380|XTS|HOME|RATED
20260901-000235|MED-20260901-001|SGSN-CENTRAL-01|DATA|001190138570679|998604448783|N/A|38779-136|mms.test|2026-09-01 12:46:52|2026-09-01|4807|4991245|47407434|0.2289|XTS|NATIONAL|RATED
20260901-000236|MED-20260901-001|MSC-NORTH-01|VOICE|001190434108960|993678843178|990038074398|43389-234|NULL|2026-09-01 04:57:02|2026-09-01|542|||0.8752|XTS|NATIONAL|RATED
20260901-000237|MED-20260901-001|MSC-NORTH-01|SMS|001030813332483|995930920262|999767615434|59462-157|NULL|2026-09-01 07:56:52|2026-09-01|0|||0.0184|XTS|NATIONAL|RATED
20260901-000238|MED-20260901-001|MSC-NORTH-02|SMS|001190555886060|997213996336|994926751686|46149-151|NULL|2026-09-01 02:29:57|2026-09-01|0|||0.0794|XTS|INTL|RATED
20260901-000239|MED-20260901-001|MSC-NORTH-01|VOICE|001190876681318|994547349960|990994854761|54725-109|NULL|2026-09-01 17:42:17|2026-09-01|3012|||13.0514|XTS|NATIONAL|RATED
20260901-000240|MED-20260901-001|SGSN-CENTRAL-01|DATA|001060903281889|998550499213|N/A|15980-123|ims.test|2026-09-01 17:07:46|2026-09-01|2571|1752847|35103078|0.2447|XTS|HOME|SUSPENSE
20260901-000241|MED-20260901-001|SGSN-CENTRAL-01|DATA|001190174833678|994454835785|N/A|09735-098|internet.test|2026-09-01 11:44:49|2026-09-01|858|4779151|32111240|0.5671|XTS|NATIONAL|RATED
20260901-000242|MED-20260901-001|MSC-NORTH-02|VOICE|001190362560275|990940721294|993857283626|56632-156|NULL|2026-09-01 21:23:18|2026-09-01|3510|||15.5437|XTS|HOME|RATED
20260901-000243|MED-20260901-001|MSC-NORTH-01|VOICE|001060930345758|994928108536|999273878224|50428-182|NULL|2026-09-01 16:48:19|2026-09-01|698|||2.8209|XTS|HOME|RATED
20260901-000244|MED-20260901-001|MSC-NORTH-02|VOICE|001030660080238|992672014886|993680650652|16526-104|NULL|2026-09-01 03:12:25|2026-09-01|2721|||10.5625|XTS|HOME|RATED
20260901-000245|MED-20260901-001|SGSN-CENTRAL-01|DATA|001060440947514|998024068247|N/A|33016-200|internet.test|2026-09-01 13:59:20|2026-09-01|6138|616004|45735636|0.6523|XTS|HOME|RATED
20260901-000246|MED-20260901-001|MSC-NORTH-01|VOICE|001060739295667|997629001470|995227800241|01935-041|NULL|2026-09-01 07:38:24|2026-09-01|222|||0.9042|XTS|NATIONAL|RATED
20260901-000247|MED-20260901-001|MSC-NORTH-01|VOICE|001190892435957|998055152730|996882991906|20221-110|NULL|2026-09-01 06:38:05|2026-09-01|422|||2.1309|XTS|INTL|RATED
20260901-000248|MED-20260901-001|MSC-NORTH-02|VOICE|001060600203120|998188222951|997110553028|46609-075|NULL|2026-09-01 07:05:21|2026-09-01|1953|||2.0745|XTS|HOME|RATED
20260901-000249|MED-20260901-001|MSC-NORTH-01|VOICE|001190432980752|993214150143|998889132550|40441-042|NULL|2026-09-01 09:21:58|2026-09-01|2940|||16.6764|XTS|INTL|RATED
20260901-000250|MED-20260901-001|MSC-NORTH-02|SMS|001030463547102|993685802068|998018334080|30329-093|NULL|2026-09-01 00:10:56|2026-09-01|0|||0.0577|XTS|HOME|RATED
20260901-000251|MED-20260901-001|MSC-NORTH-01|SMS|001060849791425|996260817440|997774117923|31797-138|NULL|2026-09-01 16:48:24|2026-09-01|0|||0.0743|XTS|HOME|RATED
20260901-000252|MED-20260901-001|MSC-NORTH-01|SMS|001060156812709|998779974466|991549537672|29778-104|NULL|2026-09-01 01:55:41|2026-09-01|0|||0.0276|XTS|HOME|RATED
20260901-000253|MED-20260901-001|MME-SOUTH-03|DATA|001030127523660|999244012500|N/A|11032-069|internet.test|2026-09-01 02:38:02|2026-09-01|1374|454103|1602417|0.0371|XTS|HOME|RATED
20260901-000254|MED-20260901-001|MSC-NORTH-02|SMS|001030159624202|990399833279|992988849496|42395-106|NULL|2026-09-01 06:30:07|2026-09-01|0|||0.0210|XTS|HOME|RATED
20260901-000255|MED-20260901-001|MSC-NORTH-02|SMS|001060507859688|998083538888|999259862736|19715-015|NULL|2026-09-01 04:08:28|2026-09-01|0|||0.0278|XTS|INTL|RATED
20260901-000256|MED-20260901-001|MSC-NORTH-01|VOICE|001060365213066|995314159957|990515392111|48992-009|NULL|2026-09-01 12:47:19|2026-09-01|121|||0.2276|XTS|INTL|RATED
20260901-000257|MED-20260901-001|MSC-NORTH-02|SMS|001030127251014|994820052516|995673837291|21464-030|NULL|2026-09-01 10:20:03|2026-09-01|0|||0.0450|XTS|HOME|SUSPENSE
20260901-000258|MED-20260901-001|SGSN-CENTRAL-01|DATA|001030405415715|995021347417|N/A|64172-015|internet.test|2026-09-01 09:44:21|2026-09-01|5426|2429592|29593575|0.3033|XTS|INTL|RATED
20260901-000259|MED-20260901-001|SGSN-CENTRAL-01|DATA|001060957426436|990217446952|N/A|13239-107|ims.test|2026-09-01 02:14:21|2026-09-01|6275|2990435|53897029|0.3131|XTS|HOME|RATED
20260901-000260|MED-20260901-001|SGSN-CENTRAL-01|DATA|001060023171876|990322277417|N/A|55673-251|internet.test|2026-09-01 07:11:14|2026-09-01|2371|3946364|27738062|0.5777|XTS|HOME|RATED
20260901-000261|MED-20260901-001|MSC-NORTH-01|VOICE|001190088681714|996155377502|995849643236|20997-032|NULL|2026-09-01 11:27:41|2026-09-01|2183||||XTS|HOME|UNRATED
20260901-000262|MED-20260901-001|MSC-NORTH-01|VOICE|001190518630511|991631888675|990945201078|32938-043|NULL|2026-09-01 10:36:31|2026-09-01|3385|||14.5781|XTS|HOME|RATED
20260901-000263|MED-20260901-001|MSC-NORTH-01|VOICE|001190733448439|993489783018|998510321919|42219-223|NULL|2026-09-01 04:52:53|2026-09-01|1250|||1.9492|XTS|HOME|RATED
20260901-000264|MED-20260901-001|MSC-NORTH-02|VOICE|001030387697947|992648145720|997070283883|23759-002|NULL|2026-09-01 10:29:54|2026-09-01|1933|||1.8172|XTS|NATIONAL|RATED
20260901-000265|MED-20260901-001|MSC-NORTH-02|VOICE|001030739560964|996516438817|997544890464|39196-133|NULL|2026-09-01 12:10:10|2026-09-01|1848|||9.6396|XTS|INTL|RATED
20260901-000266|MED-20260901-001|MSC-NORTH-01|VOICE|001030416987014|990096947854|992176540586|62415-177|NULL|2026-09-01 20:38:52|2026-09-01|3077|||2.5648|XTS|INTL|RATED
20260901-000267|MED-20260901-001|MSC-NORTH-02|SMS|001190989424722|995751589279|997570823496|11806-104|NULL|2026-09-01 07:49:17|2026-09-01|0|||0.0686|XTS|NATIONAL|RATED
20260901-000268|MED-20260901-001|MME-SOUTH-03|DATA|001190894216468|997069638378|N/A|46739-111|internet.test|2026-09-01 07:20:09|2026-09-01|4881|2367237|33775064|0.2630|XTS|HOME|RATED
20260901-000269|MED-20260901-001|MSC-NORTH-01|SMS|001030755933170|996460738047|994283331522|35388-085|NULL|2026-09-01 14:20:53|2026-09-01|0|||0.0166|XTS|HOME|RATED
20260901-000270|MED-20260901-001|MME-SOUTH-03|DATA|001190579489060|996485902536|N/A|42589-022|internet.test|2026-09-01 09:16:33|2026-09-01|491|3773638|55561548|0.2776|XTS|NATIONAL|RATED
20260901-000271|MED-20260901-001|MSC-NORTH-02|VOICE|001030493454391|999901441313|991852395399|15173-245|NULL|2026-09-01 13:11:45|2026-09-01|2095|||2.9875|XTS|HOME|RATED
20260901-000272|MED-20260901-001|MME-SOUTH-03|DATA|001060586153276|994208652660|N/A|53244-090|internet.test|2026-09-01 04:14:43|2026-09-01|6176|3755913|10889557|0.0970|XTS|HOME|RATED
20260901-000273|MED-20260901-001|SGSN-CENTRAL-01|DATA|001060204673241|996057547466|N/A|42217-227|internet.test|2026-09-01 17:46:52|2026-09-01|6636|884018|72474426|0.0838|XTS|NATIONAL|RATED
